A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10
CL_RGB_SEED_shell_12_08_1_2024-08-12-13-09-15_2_1.png_9	1	0.0126808765938691	0.0352260317449605	0.0241535062962461	0.00928420730624574	0.00932717101787925	0.00205827051277256	0.0106059537178073	-0.00069388176205707	0.00513476731570856	0	0.0173852672519596	-0.00179793421172017	0.0189705816016762	0.00792780182604742	0.00234720137703467	0.00334763550351794	0.00790728933074284	0.00462533722035819	0.00661102705220934	0	-0.0289463082012342	-0.00498167828982171	0.00186426714977909	-0.00152254082122395	-0.00174780517650148	-0.000450942906372557	-0.0044496932088572	-0.000104926136801873	0.00231270753708609	-0.777732445778006	0.0467618479859064	-0.020201558376197	0.00983023333517582	0.00130748605554572	-0.000637178004099924	0.00151674692085322	0.00412893912441959	-0.0045588841472739	-0.00016882608338338
CL_RGB_SEED_shell_12_08_1_2024-08-12-13-26-58_4_1.png_1	1	0.00980010083270833	0.0159670391518273	0.0191965069467929	0.00954095574703391	0.00935353730262557	0.00913681520700539	0.00303391971537024	0.00616115976705183	0.00334252791661147	0	0.00657453899405546	0.00282232747171617	0.003251870870043	0.0131648367031156	-0.00619535767364301	0.00482227999137677	-0.00286954257280061	0.00311540125751637	0.0013586045838312	0	-0.0228999155717488	0.00165297467959083	0.00816665253590538	-0.00267578642858772	0.00170414520326981	0.00430818031311619	-0.0060281243270666	-0.000346750493116546	0.00111798609826206	-0.823493887417423	0.0213099245329498	-0.0137972019151522	0.00931355846708832	0.00953168671798464	0.00193980895849604	0.00218287014946525	-0.000955135960385748	-0.00142557303260963	0.00404260534193242
CL_RGB_SEED_shell_12_08_1_2024-08-12-13-26-58_4_1.png_10	1	0.00472541104530623	0.0128630758264179	0.0134499925712511	0.00549405603169582	0.00331858089506633	0.00164211589036115	0.0010152152229851	0.00444949584321484	0.00300135798028945	0	-0.0162264516249313	0.00301961848992837	-0.00648089282580974	-0.00955645562736353	0.00179141173814015	-0.00170576899138291	-0.00391574484618836	0.00356404490247846	0.000239360636235765	0	0.0248569460303846	-0.00495478736562387	-0.00890003843806452	0.00106120820294497	-0.000712142259122521	-0.00759450780516578	0.0013127442374884	-0.00200325152534766	-0.00293087567304361	-0.857017152456156	0.0295705391816331	-0.0204409523324063	-0.000118769314642672	0.00272025564906988	-0.000246875347389663	0.00226811945445596	0.00335881995733987	0.000573676226290268	0.00406999343941988
CL_RGB_SEED_shell_12_08_1_2024-08-12-13-26-58_4_1.png_11	1	0.0158575738461385	0.029909709873745	0.0130935958026422	-2.79538206408196e-05	-0.00418825510687454	-0.00118982959020326	0.0013967324069495	-0.0079119267175883	-0.00228984097507207	0	-0.0132735219773232	0.000967919431876593	0.00719404004600738	0.0106681403505198	0.00285850238297018	0.00878081377210801	0.00199552284635208	0.00204410146186315	0.00109701202943985	0	-0.0181102105371658	-0.00527177478729064	-0.0103037081274933	-0.010379536724532	0.0074880028160435	-0.0028960286895597	-0.000571243311157688	0.00441471270243692	0.00128756213005137	-0.875949638700068	0.0332319725984417	-0.0108138836080382	-0.00829030134946056	-0.0012473872585006	0.000383720673541785	-0.00291585139224737	-0.00218394421433473	-0.000786756251012947	-0.00119835547596652
CL_RGB_SEED_shell_12_08_1_2024-08-12-13-26-58_4_1.png_12	1	0.0150203990599601	0.0382318468089298	0.00419964699750369	0.00978534796725511	-0.00459738883683222	0.00425840990168666	-0.00141639454576613	0.00142850953904082	-0.00043181267895988	0	0.0182258362032576	-0.01125502645818	0.000989360389224194	0.00413939526293281	0.0069529480056619	-0.00220471312039557	0.00292228498069192	-0.00135609421155559	0.000621005880649569	0	0.00106156917654049	-0.00410917521712998	-0.00819666024860252	-0.00258918399904847	-0.00148864429799599	0.00175826049658798	-0.000737675215556409	0.000333699140976545	0.000234087167057329	-0.827238366581116	0.0146362654152051	-0.0153835824677564	-0.0124691851592376	0.00501268336997535	-0.00271733300958386	-0.00246151176270263	0.00232851513289854	-0.000783978708848107	-0.00099145927929196
CL_RGB_SEED_shell_12_08_1_2024-08-12-13-26-58_4_1.png_13	1	0.00559512249102743	0.0382986472016613	0.0142541149024153	0.0186240618556551	0.00717558010062521	0.00627024418878743	0.00523196329969055	0.00131516918261677	0.00177802869789739	0	-0.0184106666840821	0.00152443538475111	-0.0144216086129297	-0.00238044876421499	0.00361450233547426	-0.0012718910469788	-0.00400208424030156	0.000312029934942007	-0.000916499539715983	0	0.0291602233342742	-0.0039377381594889	-0.0154824586660291	0.00236043502194763	0.00192875961963448	-0.00240954496233514	0.00309350124780011	-0.0033591570865099	-0.00228747198529787	-0.836631768198019	0.0187917633576272	0.00463642485707837	0.00782095162655917	0.00561116216373108	-0.000630746325458206	-0.00462342287949079	-0.000491456544069113	-0.0015498436296162	0.001473545208023
CL_RGB_SEED_shell_12_08_1_2024-08-12-13-26-58_4_1.png_14	1	0.0194736610590792	0.0253895499162463	0.00582348879707093	0.00587249237932038	-0.000803777990026947	0.0081283204886776	-0.00245856961621404	0.00703264076256206	-0.00146124292352923	0	-0.0219660375941016	-0.0111674155111833	-0.0060865088010278	-0.000584418044027538	0.00486920379265254	-0.00117831907371942	0.00928888209161514	0.000984701738158222	0.00170144831688963	0	0.0175885261129605	0.00619628755841779	-0.0167718941571555	-0.00517138582307376	-0.00648325274907624	-0.00250765168862578	0.00305017022756129	0.00244383714183851	-0.00117965134909901	-0.889505895103054	0.0196573077734595	-0.0113787819758076	-0.00481550776654022	0.00467254415567259	-0.00666850651268271	0.00622183258741047	0.00314476864352576	-0.00150835097167433	-0.00129815910326595
CL_RGB_SEED_shell_12_08_1_2024-08-12-13-26-58_4_1.png_15	1	0.00994977617324816	0.0395209054580893	0.00866897624752757	0.0035228020397867	0.0076824981310612	0.00885702483180068	0.00210004966338207	0.00395297501046653	0.00234991598174178	0	-0.0237110395983585	-0.00524827118938565	-0.000498600894626219	-0.00103875099873229	0.00107976253754931	0.00232994401540706	0.00338787010653594	0.00240971293946979	0.00224800265804377	0	0.00618492270977341	0.00766484937631942	-0.00663086075850968	-0.00903970762047352	-0.00574205325410137	-0.0010388227678088	-0.000359128004438005	-0.000166040893597847	-0.00173317030131974	-0.827508689376914	0.0422101832126341	-0.0138578361120878	-0.0044814704988549	0.00245957828679682	-0.000168030636534412	0.0023303584776466	0.00103036918538879	0.00281492465318669	-0.000721656442627718
CL_RGB_SEED_shell_12_08_1_2024-08-12-13-26-58_4_1.png_16	1	0.0116565146677397	0.0275748322306745	0.00706584342885283	-0.00529484526677095	-0.00136857445709059	0.000440544067591359	-0.000566502307514157	0.000779395191169851	-0.000816479243911297	0	-0.00036930019958356	-0.0054599671514726	-0.00335310732675451	-0.00499612556467766	-0.00382797443433924	-0.00543750480346939	-0.00362716310780409	-0.00117923143798642	5.06592701159747e-05	0	-0.000542110051768571	0.00612651082822236	0.00549481365102697	0.00424728225656248	-0.00198358223187923	-0.00219624301868794	0.00295363562856688	-0.00294838622544645	-0.00519558309212072	-0.882569490704886	0.0204148374899849	-0.0168577202680187	-0.0134725080179051	-0.00563098302058666	0.00119463511032497	0.00455424324157888	-0.00095592628974483	0.000357622116666085	-4.48526204689445e-05
CL_RGB_SEED_shell_12_08_1_2024-08-12-13-26-58_4_1.png_17	1	0.0177785702188053	0.0279131911938451	0.00899300180029117	0.00601040944449127	0.00100757206118072	0.00695106627216303	-0.00392990485584508	0.00129153506649608	0.00160219550732164	0	0.00126129847269281	0.000265432138286696	-0.00060284516604451	0.00306764238003448	-0.00746659210255788	-0.0033808838832459	-0.00169120853263436	-0.00547655980254498	-0.00229772466237876	0	-0.0173095374812443	-0.00356970794052299	0.0147555595988535	0.00607356006557208	-0.0012962482686818	0.00836734997772822	0.00122645559751608	0.000888719592788198	0.000147064881862404	-0.874179673319013	0.0183042123211113	-0.012783460207362	-0.00220602649768933	0.00153040188638829	-0.00431078084718876	-0.00363646001781792	-0.000303793145104291	-0.00167010969077968	0.000457995632063398
CL_RGB_SEED_shell_12_08_1_2024-08-12-13-26-58_4_1.png_18	1	0.00995965254103969	0.0361224549353525	0.0099115805551441	0.00162562851084369	-0.000572979483444429	0.00227792528864385	-0.000696924466793893	0.00025991407792291	0.000715941681376455	0	0.00272987233702302	0.00599903552191295	-0.00280098148927649	-0.00939195006121655	-0.00384068479428883	-0.00511773325294654	0.00108557632002589	-0.00262814547223957	-0.000842832561498743	0	-0.00552698201435458	0.00744641097063931	0.0060339972796054	0.0022838890316724	-0.00200412174609307	0.00231576024617079	0.0035966624930272	-0.00546431737768518	0.00118649507642033	-0.766392930829999	0.0197003923084675	-0.0298129057871931	-0.00529502664270158	-0.000853634711436648	-0.00127519711845733	0.00328701085471735	0.000839059133766286	-0.0044198915540318	0.00103561986648682
CL_RGB_SEED_shell_12_08_1_2024-08-12-13-26-58_4_1.png_19	1	0.00777572141917628	0.0282688238636373	0.00603578232726898	-0.00104223855046493	-0.00394234720125447	0.00341341111479432	-0.00195039404724835	-4.76521603225718e-05	-0.000597496878167485	0	-0.00463912794838144	0.00252794429709232	-0.00761807447123647	-0.0103330142675866	0.000377867515274515	0.00846025418441678	-0.00108199780549081	0.00305947623725865	-0.00181704120969376	0	0.0170655848740209	-0.00216073486764891	-0.011262833891168	0.00142733606468578	0.000747359330683376	-0.00925552354998981	0.00277832500479823	0.000581164046032375	0.00144555456014157	-0.900145243948991	0.0250969207843341	-0.0164033545271141	-0.00827913663579475	0.00287648043089101	-0.00544806886355322	-0.00325911281760872	0.00319515275780682	0.00124397060583402	0.00078712560020142
CL_RGB_SEED_shell_12_08_1_2024-08-12-13-26-58_4_1.png_2	1	0.00704496145570691	0.0202100166403564	0.00492407101085222	0.0192327032688516	-0.00666841448949037	0.00631910163216101	-0.00423726673059613	7.41029180522142e-05	-0.00050634814534421	0	-0.00529055780139294	-0.00818884396692407	0.00774051150736881	-0.0017929306737454	0.0109500543652712	-0.000696623220242748	0.00345571918057104	0.00235328307196937	0.00205697512952041	0	0.00409810914542387	0.0024471247797579	-0.0123474372755274	-0.00935282349010363	-0.000579088272701031	0.00150602647729007	0.000727143188973643	-0.00245222516413175	-0.000271247700124017	-0.84577100287243	0.0182178161933565	0.00266142452631276	-0.0059643149324037	0.00994871082729195	-0.00224555590979639	-0.00603206588153926	0.00295353887452014	-0.00148073907102178	0.00131020164882783
CL_RGB_SEED_shell_12_08_1_2024-08-12-13-26-58_4_1.png_20	1	0.00624387246358394	0.0211729924669781	0.0203363499223398	0.00819758811243549	0.0106900788057246	0.00486590904521988	0.00663076713412996	0.00543549324019436	0.00714152421619621	0	-0.0226892716856334	-0.000292362430447275	-0.00577193570127166	-0.00957781826392524	0.000906224649028595	0.00265186291669823	-0.000661226215069103	0.00120921864135036	-0.00073531209560555	0	0.0222707744352944	-0.0027820004868092	-0.00993109183936322	0.00053771909143462	-0.00107674045647063	-0.00787122717439193	0.00312319938843711	0.00174480604471225	-0.00228050053816866	-0.821985626992427	0.0426357273684726	-0.0133624664129416	0.0103542552189927	0.00514274564008708	0.000850863153257839	0.00259931032787133	0.00346397382009624	-0.00112768005432473	0.000760709397344005
