PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40
CL_RGB_SEED_shell_12_08_1_2024-08-12-13-09-15_2_1.png_9	-0.0248254256560678	0.0438347996936186	-0.0108959109836286	0.00563784662965404	-0.00186563809262409	-0.00765631172845902	0.0102060197189704	-0.00258025514816217	0.0062980895464879	0.00601048089420293	0.00921771553490114	-0.00220092508047033	-0.00684361762505318	0.00547991236289825	-0.00232883525348018	-0.00195689922630223	0.00307869382768995	-0.000630451049329949	0.00101874617058203	-0.000842631917280836	0.00694548055010505	-0.00508599027000664	0.00253030623595446	0.00292745402551238	0.00142541543809077	0.00185590042836731	0.00152767596044114	0.00128553269731973	-0.00240332755146092	0.000699672875809393	0.00418443400933176	-0.00138461646709419	-0.000816996884865774	-0.000653145661646593	-8.67304717088929e-06	-0.00167434409813183	0.00272818848605867	-1.17216896334651e-16	-7.29363654020966e-18	-5.66652602950412e-18
CL_RGB_SEED_shell_12_08_1_2024-08-12-13-26-58_4_1.png_1	-0.0764485245226538	0.0273759885295174	0.00576461825931005	-0.00345855113788135	-0.00147868853972354	-0.00904560705894677	0.0106729310850663	0.00697540197122531	0.0241686010828895	0.000767522196291912	0.00572273010907326	0.00900864026610959	-0.00839134238033879	0.000903307827133295	-0.00958561447430054	0.00319737677978219	0.00315937538525277	0.00758882699103368	-0.00353830706835559	0.00379753323703884	0.00528387916407348	0.00475114802016084	0.000929324024430005	0.00177406393489434	0.00125415046919728	-0.00103396166521103	-0.000422592475073355	0.000963063688285355	-0.000426274512809234	-0.00111528604016212	-0.00201722885529077	0.00180721946738708	-0.000156142056560733	0.00165969352306795	-0.0011412534574227	-0.000755423959755571	0.00203730069595309	-2.33468950582225e-17	-6.84395763251277e-18	-1.87053210325063e-17
CL_RGB_SEED_shell_12_08_1_2024-08-12-13-26-58_4_1.png_10	-0.111504255975329	-0.0194200410342639	0.000896851495589188	-0.00587397434544621	-0.00883313351063631	-0.0032287259137122	0.0143968828886807	-0.0149766050787415	-0.000489254362140815	0.000777846124383404	-0.0109554607539017	0.00103070951871212	-0.00413248121608427	-0.00529544050281206	0.00762749167728824	0.00467995826970374	0.00358268923364461	-0.00549671463744717	0.00189583108668228	-0.000609771184504679	-0.000758335575393368	-3.28430285517471e-05	-0.000610807368092791	-0.00159790737545292	0.00142808315202279	0.00038197147251814	-0.0029712144496652	0.0020993998767837	0.0027542968180199	-0.00101007598979717	-0.000851824227212446	0.00209930262740603	-0.00313794507734663	-0.000179122314698775	0.0015653060704261	-0.000170302850285462	0.000705730308775603	-1.70602621112945e-17	-7.17825005325723e-18	-1.3070067409687e-17
CL_RGB_SEED_shell_12_08_1_2024-08-12-13-26-58_4_1.png_11	-0.126484864957243	0.0241473719905703	-0.00803739185465859	-0.0113816465499054	-0.0159577854197369	0.00550459365793718	-0.0062153836601738	0.00308650872011393	-0.00894344480848913	-0.0086185792222301	0.00389217621875646	-0.00879697254387873	-0.00185864389044354	-0.00246927516088103	-0.00326865164003366	0.0017144867314156	-0.00610706960318022	0.00533771684425561	-0.00313816618301032	0.00029145151909949	0.00148158499567924	-0.00356389158099207	0.00596637164399331	0.00245497707169803	-0.00566702671547484	-0.00118465049721752	0.00458655993581502	0.00350827711050614	0.000722625187835405	0.00323363245057482	-0.000726126613665851	9.42154609972438e-05	0.00191652532781205	-0.000793602557580232	-0.00111662884145541	-0.000230652168248332	0.000620910960504736	-6.85854259412543e-17	-1.757613448229e-17	-2.1658713110087e-17
CL_RGB_SEED_shell_12_08_1_2024-08-12-13-26-58_4_1.png_12	-0.0796174279462181	0.0134806256619955	0.0150887355317189	-0.000858611538454521	0.0175283604346664	-0.00456939768075197	-0.0127382467974812	-0.00907477559970929	-0.00975094392589207	-0.00261622216583209	0.00787152804292434	0.0096895311103542	0.00266086076744183	0.00672036613804235	0.0048408713526207	-0.00137703510989393	-0.00229848839529506	-0.000449972762261455	-0.00437008694865651	0.00113202919305906	-0.00254042831956198	-0.000924613390079152	0.000765960557581073	0.000193867284599844	-0.000478292957335256	0.000402370133347024	0.000151401327266075	-0.00042523086268195	0.000432031804930196	0.00187805433478485	0.000624274142380445	0.000446973830013829	0.000135339152435952	-4.30910170489388e-05	0.000449265274011505	0.000565999150478523	-0.00101121340479948	1.51947457297807e-16	-8.71471390281777e-19	-1.02320764281753e-17
CL_RGB_SEED_shell_12_08_1_2024-08-12-13-26-58_4_1.png_13	-0.0883561473483439	-0.0264344439642226	0.00139654807269497	-0.0334467501703823	-0.00124772908144628	-0.0105900238952218	-0.00607383202815756	-0.013808435411089	0.00365015187748606	0.00902570480562244	-0.00523373524097819	-0.00335931841362702	-0.00343070982627777	0.0073379359506453	0.0100555902568611	0.00228163140366838	-0.00166842598862958	0.00411223145145529	-0.00492300896981516	0.00208072890020519	-0.00414770639276002	0.00234304642547822	-0.00125422892462134	0.00169462658490889	0.00224256246442987	-0.00151434038790082	-0.00207197049053679	0.000961538515644628	0.0018624466131853	-0.000251651799285394	0.000914985430373933	3.2702961304956e-05	0.00214947020833899	5.25996995705441e-05	0.00134355744144883	-0.000502407707602585	-0.000195238902028094	-3.03998781610164e-17	-4.74187217155246e-18	-7.05309541664693e-18
CL_RGB_SEED_shell_12_08_1_2024-08-12-13-26-58_4_1.png_14	-0.143143146338048	-0.0152956689300115	-0.00105691773327367	-0.008485152549038	-0.0119421058971612	-0.00281933667901296	-0.0177089560822559	-0.0148151469179953	-0.00972041244058446	0.00377327901201744	-0.00229855762819061	0.0109368727565718	-0.00246518483171644	0.000842750451005592	-0.00499277884985508	0.00219316152495665	0.00390474303830954	0.00180425185867011	0.00247124643198463	-0.00130679692854419	2.74769211611553e-05	-0.00204437886735213	-0.00484361558067011	0.000160732979387826	0.000703015576663798	0.000143806446366064	0.00283113792298302	-0.00235168003151268	-0.000170925573249177	0.00156855212070684	0.00180407614190366	-0.00406062388719835	-7.13956506904949e-05	-0.000239873191881153	-0.000351405377150559	9.78160407494842e-06	-0.00112253202751292	-9.50787732215848e-17	-2.43124511001661e-17	-2.28279512925368e-17
CL_RGB_SEED_shell_12_08_1_2024-08-12-13-26-58_4_1.png_15	-0.0765924868381267	-0.00811761748265181	-0.0106665907045692	-0.00873627395111185	-0.0179878551625604	-0.00332015483659813	-0.00697699817752979	-0.0006626361872918	-0.0111702095868827	0.00562292153571614	-0.00133656335458946	0.00390544291682087	-0.00494244152359945	-0.00445728639027308	-0.00902766857663485	-0.000735185350940032	-0.00531767806670814	-0.00211268443657695	0.00138455733640195	-0.00529619761296075	0.00175334434958759	-0.000619563037427119	-0.00030333008019889	-0.00296845625744704	0.00192879096931273	0.00124256990486776	-0.00200515505881805	-0.00247371350819841	-0.000476429996671381	-0.000915482225510573	-0.00227856781384669	0.000150606288916645	-0.00117116148481547	-0.00166181438389575	-0.00190026840071062	-0.00198921372426099	-0.000126253341578037	1.00788624415275e-17	-1.80342529531532e-17	-1.30737983318247e-17
CL_RGB_SEED_shell_12_08_1_2024-08-12-13-26-58_4_1.png_16	-0.135354427720115	0.00121915533905125	0.00608014812558111	0.00635311603428322	0.00483705585393677	-0.00112435006679722	-0.004924738777299	0.0134228493234602	-0.00613596039555151	0.00230377790834081	-0.00145455029838203	-0.00307524933215599	0.00194561492834395	-0.00281442845396484	-0.00107142735106183	-0.00270470147811333	0.00161496073966024	-0.00981621649628017	-0.00125994620755684	0.00172053752756323	0.00106111782992136	0.000876791296989503	-0.00120203483833398	-0.000277449999585214	0.00437579081855952	0.00483890221196436	0.000164377710067691	0.00144710111288404	0.00217988505817528	0.00044257984182457	-0.00173954755396074	-0.000390754733989377	9.47854065380433e-07	0.000571480528049466	0.000426445354240177	0.000973907336027459	-4.06888544084314e-05	-1.21803004224612e-16	-1.96008145859836e-17	-2.00008961827927e-17
CL_RGB_SEED_shell_12_08_1_2024-08-12-13-26-58_4_1.png_17	-0.125685215250665	0.0183348689008155	0.00395304753567415	-0.00347644860969256	0.004540354469897	0.000591366580304495	-0.00108786292185822	0.0228727134981988	0.00736150153557897	0.000539274574107284	0.00184583300420615	0.00621098491050691	0.00201522005753642	0.0124210440374402	-0.00119462618782227	-0.000179253731521584	0.005799559530807	0.00260784003144557	0.00159220017255583	-0.000730340509536767	-0.00365403746020222	-0.00077204764328247	-0.0026078588054465	0.00140934670637405	0.0014894335151927	0.00178287796952248	-0.00144137638337431	-0.0017806686378714	-0.000716061483885446	-0.00143613628275733	-0.00283858045669768	-0.00122523327583837	0.000173728296207487	0.00105610715904402	-0.0016513622658638	0.00193968125222406	-0.000967616539510633	-1.53178485032049e-16	-1.44511713314459e-17	-1.88729851559785e-17
CL_RGB_SEED_shell_12_08_1_2024-08-12-13-26-58_4_1.png_18	-0.019618831835512	0.00308270244205101	0.0230413924902432	0.0133283033506828	0.00283880835563476	0.00136139382636601	0.00249653150062453	0.00795980200179879	0.00124614406687556	0.00266816162953773	-0.00983764116747367	-2.92421159289482e-05	-0.000545234609295722	0.00249045831044223	-0.0048498608188997	0.000739216896747827	0.00386662391941229	-0.00344876000660192	-0.00173715822122838	-0.000337053404496952	-0.00479210752661841	0.000820311371806817	0.00186917875381091	0.00333255144788316	0.00230830994862744	-0.000522449451262124	-0.00142042064901211	0.00151371582831218	-0.00232842220466263	0.000371085888819018	0.00198187441169461	-0.00335749545484476	0.000193743449169498	0.00155549974730699	-0.000600670725221233	0.00110086856346843	0.00103682563663902	-4.66251910286904e-17	-5.77232428950553e-18	-1.58773226886171e-18
